,原句,第一个词,第二个词,tag,第一个词位置,第二个词位置
884,每 层 楼 的 顶部 和 底部 都 设有 楼梯 平台 ， 包括 建筑 地板 的 一部分 。,地板,建筑,2,14,13
885,图 为 一名 工人 手里 拿着 木槌 和 手术刀 ， 躯干 露 在 外面,工人,木槌,11,3,6
886,一种 罕见 的 导致 失明 的 无法 治愈 的 先天性 疾病 首次 通过 基因 治疗 获得 成功 。,疾病,失明,0,10,4
887,当 我 把 装置 拉开 时 ， 灯 上 的 小 风扇 上 结 满 了 灰尘 ， 热 使 定影 镜头 有点 变色 。,热,变色,0,18,23
888,驯鹿 用 蹄子 把 雪 刮 走 ， 在 驯鹿 的 苔藓 下面 发现 了,蹄子,驯鹿,2,2,9
889,这 台 机器 用 离心泵 处理 血液 ， 离心泵 将 血液 和 血浆 的 成分 分离,机器,离心泵,3,2,8
890,这些 数据 提供 了 强 有力 的 证据 ， 证明 这 颗 不 寻常 的 陨石 是 小行星 被 摧毁 后 陨石 持续 降雨 的 结果 。,降雨,陨石,13,23,21
891,这 又 是 一个 新 的 伟大 的 喘息 声 ， 从 人们 谁 摆脱 了 新闻 在 十点 在 第一时间 （ 然后 结束了 带回 它 ）,喘息,人们,16,8,12
892,许多 种植者 在 他们 的 谷仓 里 藏着 猫头鹰 议会 ， 以 减少 穴居 啮齿 动物 的 数量 。,议会,猫头鹰,13,9,8
893,丑小鸭 离开 了 农场,丑小鸭,农场,8,0,3
894,载体 聚合物 正 迁移 到 靶器官,载体,靶器官,6,0,5
895,修女 用 一个 会 让 妓女 脸红 的 吻 来 满足 他 的 幻想,修女,吻,18,0,8
896,建设者 现在 已经 完成 了 联排别墅,建设者,联排别墅,17,0,5
897,科学家们 用 纳米管 向 神经 细胞 发送 信号,信号,神经,6,7,4
898,一封信 早上 送到 我 办公室,一封信,办公室,6,0,4
899,公司 陷入 了 巨大 的 争议,公司,争议,18,0,5
900,在 马耳他 和 牙买加 ， 这 对 夫妇 沉浸 在 当地 的 文化 中 ， 交 了 许多 朋友 。,夫妇,朋友,18,7,18
901,乐队 带 着 他们 的 新单曲 《 我们要战争 》 回来 ， 谱写 了 一部 长达 七分钟 半 的 史诗 。,乐队,史诗,17,0,18
902,气候 黑客 向 海洋 倾倒 铁,铁,海洋,6,5,3
903,然而 ， 日益 增长 的 需求 逻辑 上 要求 扩大 和 修改 招生 流程 ， 以 达到 将 每个 潜在 成员 与其 选择 的 联谊会 配对 的 目标 。,联谊会,选择,18,24,22
904,胡志明市 和 河内 在 雨后 遭遇 洪水,洪水,雨后,1,6,4
905,80% 的 抵押贷款 欺诈 是 由 银行 和 贷款 机构 造成 的,欺诈,机构,1,3,9
906,县委 办 的 课程 涵盖 语言 、 天文学 和 考古学 等 一系列 主题 ， 许多 课程 都 提供 资格 证书 。,课程,语言,14,3,5
907,这位 科学家 的 发明 仍 在 普卢默 家中 。,科学家,发明,17,1,3
908,批评 是 针对 它 的 故事情节 的,批评,故事情节,14,0,5
909,实验 课程 的 目的 是 向 学生 介绍 计算机程序设计,课程,计算机程序设计,14,1,8
910,它 是 程序员 或 极客 的 最佳 移动 终端,终端,程序员,10,8,2
911,用 太阳能 代替 传统 的 电源 有助于 减少 造成 烟雾 、 酸雨 、 呼吸系统 疾病 和 全球 变暖 的 污染 。,污染,烟雾,0,19,9
912,以前 的 潜艇 管理员 在 船体 上 浇筑 混凝土 ， 试图 保留 船体 的 整体 结构 ， 这 是 错误 的 。,混凝土,船体,6,8,12
913,这种 草莓酱 有 大约 一百万种 用途 ， 对 冰箱 很 友好 ， 而且 比 你 11年前 做 香蕉片 时 放在 冰箱 里 的 那 罐 蓝精灵 草莓酱 要 好 得 多 。,草莓酱,草莓酱,9,1,26
914,从 字面 上 讲 ， 由于 全球 气候变化 ， 许多 岛屿 正在 沉入 大海,岛屿,大海,6,10,13
915,州 和 地方 对 7870亿一揽子 计划 的 实施 已经 退化 为 州长 和 立法 机关 、 州 首府 和 市政厅 之间 ， 甚至 相邻 市 镇 之间 相互 竞争 的 议程 的 混战 。,混战,议程,18,32,30
916,检查 时 先 吃 一点 鸡肉 或 先 吃 一点 鸡蛋 ， 但 主要 的 事实 是 ， 这些 攻击 是 由于 害怕 自己 受到 攻击 而 引起 的 。,攻击,害怕,1,19,22
917,我 丈夫 在 我们 结婚 的 时候 给我 做 了 一只 泰迪熊,丈夫,泰迪熊,17,1,11
918,这些 研究 提供 了 一些 决定性 属性 的 探索性 细节 ， 并 为 当前 的 研究 提供 了 基础 。,研究,细节,18,1,9
919,教堂 果园 是 一个 标准 苹果 、 梨子 和 丹森 的 混合 果园 ， 梅森 和 温斯洛 的 果园 是 标准 苹果园 。,果园,苹果,13,1,5
920,由 失败 的 公民 、 被 征服 的 人民 和 奴隶 组成 的 内部 无产阶级 ， 离开 了 侵略性 的 征服 国家,无产阶级,公民,13,14,3
921,其 介绍 提供 了 有益 的 历史 背景,介绍,背景,14,1,7
922,淋巴瘤 是 由 淋巴 系统 中 细胞 的 肿瘤性 增殖 引起 的 。,淋巴瘤,增殖,1,0,9
923,最大 的 公牛 ， 有时 有 14英尺 长 ， 在 岩石 的 一个 固定 的 地方 站稳 了 ， 每 头 公牛 都 在 他 周围 聚集 着 他 的 母牛 海豹 的 后宫 。,后宫,海豹,13,33,31
924,一个 患有 线粒体 疾病 的 女孩 ， 在 接种 疫苗 发烧 后 ， 发展 出 一种 具有 自闭症 特征 的 神经退行性疾病,发烧,疫苗,1,10,9
925,木棉 纤维 到达 时 被 密封 在 乙烯 塑料袋 中 ， 以防 暴露 在 水中 。,木棉,塑料袋,4,0,8
926,我们 继承 了 焦虑 的 倾向 。,倾向,焦虑,18,5,3
927,这 将 通知 开始 将 医院 排除 在 定义 之外,排除,定义,18,6,8
928,这位 运动员 把 激情 传 给 了 年轻一代,激情,年轻一代,6,3,7
929,乳糜泻 （ CD ） 是 一种 由 摄入 小麦 、 黑麦 、 大麦 和 燕麦 制品 引起 的 上 小肠 炎症 性疾病 。,性疾病,摄入,1,21,7
930,回家 后 ， 病人 的 祖母 给 孩子 的 脚踝 敷 了 一整夜 的 膏药 ， 目的 是 减轻 疼痛 和 炎症 。,祖母,膏药,11,5,14
931,猪 流感 由 h1n1病毒 引起 的 疾病 的 通称,疾病,h1n1病毒,1,6,3
932,仙女 教母 把 南瓜 变成 马车 ， 老鼠 变成 马 ， 老鼠 变成 车夫 ， 蜥蜴 变成 步兵 。,教母,步兵,17,1,17
933,演讲 的 主题 是 梦想 成真,演讲,梦想,14,0,4
934,后来 ， 土壤 样本 被 密封 在 一个 容器 中 ， 火星 大气 被 惰性 氦气 所 代替 。,土壤,容器,6,2,8
935,这个 概念 起源于 中国 四川省 一个 叫 “ 摩梭 ” 的 古老 母系 部落 。,概念,部落,8,1,13
936,证人 证词 是 总结 证人 将 在 审判 时 提供 的 口头 证据 的 陈述,陈述,证据,14,14,12
937,不过 ， 还是 有 一些 垃圾邮件 进入 收件箱 文件夹,垃圾邮件,收件箱,6,5,7
938,警察 进来 之前 ， 办公室 工作 人员 把 文件 扔进 了 碎纸机,文件,碎纸机,6,8,11
939,《 丛林之书 》 因 其 道德 基调 而 被 该 运动 用作 一本励志书 。,丛林之书,运动,18,1,10
940,该 航班 从 适用 条约 的 成员国 领土 上 的 机场 起飞,航班,机场,8,1,10
941,钱包 里 有 一张 特别 的 BK 美元 钞票 （ 法定 货币 ） 、 一张 5 BK礼品卡 和 其他 随机 的 BK 物品,钱包,美元,5,0,7
942,汽车 制造商 为了 廉价 劳动力 将 生产 转移 到 另一个 国家,生产,国家,6,6,10
943,《 人教师 》 是 弗兰克·麦考特 2005年 写 的 回忆录 ， 描述 和 反思 了 他 在 纽约高中 和 大学 的 教学 经历 。,回忆录,教学,14,8,20
944,在 大都会博物馆 多年 的 一只 母羊 身上 可以 看到 容器 的 形状 。,形状,母羊,18,11,5
945,有些 血 是 在 手术室 的 一个 瓶子 里 ， 但 记录 不 清楚 是 怎么 到 那里 的,血,瓶子,4,1,7
946,一年前 ， 我 第一次 尝 到 这种 令人 安慰 的 炖 猪肉 ， 味道 好极 了,猪肉,炖,9,11,10
947,用户 拖动 滑块 的 旋钮 ， 选择 一个 单词 ， 该 单词 的 日文 翻译 立即 显示 在 屏幕 中央,旋钮,滑块,2,4,2
948,钱 在 手提箱 里,钱,手提箱,4,0,2
949,悲伤 导致 灵感 ， 所以 在 这个 爱 与 恨 、 尊重 和 背叛 的 故事 中 ， 学习 墨西哥 摔跤 战争 的 历史 。,悲伤,灵感,0,0,2
950,因此 ， 游戏 从一 个 初始 状态 开始 ， 在 这个 初始 状态 下 ， 玩家 只有 在 保持 该 状态 时 才能 获得 报酬 ， 从而 成为 最终 的 。,玩家,状态,18,15,20
951,这种 方法 带来 的 一个 直接 挑战 是 只有 少数 图像 可以 同时 在 计算机 屏幕 上 看到,少数,图像,18,9,10
952,黎巴嫩 同性恋者 从 衣柜 里 出来 ， 但 很安静,同性恋者,衣柜,8,1,3
953,这个 研讨会 将 探讨 每一个 主要 颜色 组 的 心理学 以及 如何 在 你 的 博物馆 商店 中 最好 地 使用 它 。,研讨会,心理学,14,1,9
954,这 艘船 甚至 在 起锚 前 就 已经 引起 了 船员们 的 争论,艘船,起锚,3,1,4
955,酒吧 用 啤酒罐 做 断头 台 抗议 大西洋 庭院,酒吧,啤酒罐,11,0,2
956,对于 当代 的 活动 来说 ， 仍然 有 一些 参与者 的 机会 ， 包括 一个 来自 摩尔 的 团队 ， 他们 有 一个 游隼 球童 和 一对 指针 ， 到 有 雪貂 和 法拉盛狗 的 绿篱 小贩 。,球童,游隼,13,24,23
957,在 将 VIA 引入 三个 测试 市场 之前 ， 该 公司 向 员工 讲述 了 一个 关于 其 创建 的 详细 故事,公司,故事,17,10,21
958,富含 精氨酸 的 胞 内 传递 肽 将 蛋白质 非 共价 转运 到 活细胞 中,蛋白质,活细胞,6,8,13
959,庄园 起源于 殖民 时期 ， 延续 到 20世纪 。,庄园,20世纪,8,0,7
960,当 一列 火车 从一 个 车站 开到 另一个 车站 时 ， 乘客们 可以 看到 不同 的 世界,火车,车站,8,2,8
961,脂溢性皮炎 是 头皮屑 的 病因 之 一 。,脂溢性皮炎,头皮屑,0,0,2
962,星期四 我们 开始 用 蒸汽 为 聚会 打扫 商店 的 地板,地板,商店,2,10,8
963,这 条 巨大 的 鱿鱼 有 一个 像 鸟 一样 锋利 的 喙 ， 能 把 2米 长 的 南极 牙 鱼 切成 小块 。,鱿鱼,喙,3,4,12
964,乙型肝炎 是 由 乙型肝炎病毒 引起 的 一种 潜在 的 威胁 生命 的 肝脏 感染 。,感染,乙型肝炎病毒,1,13,3
965,冰芯 被 运 到 洁净 实验室 检查,冰芯,实验室,6,0,5
966,我 在 你 裤子 口袋 里 发现 一张 写 着 “ 马里洛 ” 的 纸,裤子,口袋,3,3,4
967,阿方索 用 撬棍 撬开 笼子 的 挂锁 ， 把 发电机 放 进 车 里 。,挂锁,笼子,2,6,4
968,他 惊奇 地 发现 手提箱 里 装满 了 黑白 照片,手提箱,照片,5,4,9
969,中环 是 一个 瓶子 ， 里面 有 神秘 的 成分,瓶子,成分,5,3,9
970,VAPS清洁剂 通过 使用 水 作为 过滤器 完全 保留 所有 吸入 的 灰尘 颗粒,VAPS清洁剂,水,11,0,3
971,在 过去 的 几天 里 ， 两位 美丽 的 神圣 翠鸟 来到 了 探索 中心 。,翠鸟,中心,6,10,14
972,庄园 在 老塞姆、莫顿 和 西北部 有 土地 ， 在 新塞姆 有 财产 。,庄园,土地,18,0,6
973,这次 会议 是 应东方劳工报 的 要求 召开 的 ， 但 恰巧 是 在 匹兹堡 暴乱 引起 的 兴奋 中 召开 的 。,兴奋,暴乱,1,17,14
974,所有 的 基础设施 都 年久失修,基础设施,年久失修,18,2,4
975,囚犯 已 被 释放 到 她 的 新 家庭,囚犯,家庭,6,0,8
976,用 双手 的 第一个 手指 抓住 右脚 的 大 脚趾,脚趾,右脚,2,9,6
977,真正 可能 被 火焰 完全 吞没 或 被 烟雾 窒息 的 是 一种 持续 的 威胁 。,窒息,烟雾,1,9,8
978,组织者 为 那些 没有 票 的 人 设置 了 障碍物 以 阻挡 他们 的 视线 ， 球迷们 在 城墙 上 攀爬,组织者,障碍物,17,0,9
979,细节 包括 相关 人员 以及 有趣 的 事实 和 生产 统计 数据,细节,人员,18,0,3
980,审查 了 美国宇航局 监察长 办公室 和 美国 总 会计 办公室 发布 的 合同 审计 管理 审计 报告,审计,管理,14,13,14
981,事件 队列 用于 周期性函数 ， 如 执行 缓存 替换 、 清除 交换 目录 ， 以及 一次性 函数 ， 如 icp 查询 超时,事件,队列,12,0,1
982,这 是 一位 男性 艺术家 的 最 畅销 专辑 ， 也是 流行音乐 中 的 畅销书 。,专辑,艺术家,16,8,4
983,本文 包括 1914年 沙夫·赫佐格 宗教 知识 百科全书 的 内容 。,内容,百科全书,8,8,6
984,那 是 一家 用来 销毁 非常好 裤子 的 工厂,工厂,裤子,18,8,6
985,胎记 是 由 毛细血管 扩张 引起 的 。,胎记,扩张,1,0,4
986,从 上周末 开始 ， 它 就 把 巧克力 进口 到 那个 市场,巧克力,市场,6,7,11
987,这种 饮料 是 从 同名 植物 的 根 中 蒸馏 出来 的 。,饮料,根,8,1,7
988,这本书 调查 了 剧本 从 最早 的 象形 符号 到 最新 的 天文 石板 的 发展 。,这本书,发展,14,0,15
989,种植者 把 块茎 放在 充满 泥炭 苔藓 或 蛭石 的 穿孔 塑料袋 里 ， 放在 阴凉 、 黑暗 的 地方 。,块茎,塑料袋,4,2,11
990,这 场 争端 导致 了 重大 的 地区 战争 和 两次 巴勒斯坦起义 ， 双方 都 发生 了 悲剧 。,争端,战争,0,2,8
991,我 在 找 一条 有 拉链 的 牛仔裤 ， 从 前面 的 腰带 一直 到 后面 的 腰带,牛仔裤,拉链,3,7,5
992,该 网站 提供 了 关于 英国 所有 大型 肥皂剧 的 全面 新闻 和 八卦 。,网站,新闻,3,1,11
993,她 母亲 以 幽默 为挡 箭牌,母亲,幽默,18,1,3
994,这个 海盗船 的 雕刻品 是 一个 真正 的 海盗 做 的,雕刻品,海盗船,16,3,1
995,我 站 在 蜿蜒 的 峡谷 之上 ， 风 从 沙中 吹 出,风,沙中,18,8,10
996,购买 报纸 的 努力 被 推 到 明年,努力,明年,6,3,7
997,一个联邦陪审团 看到 了 一个 前路 易斯安那州 国会 议员 在 北弗吉尼亚州 一家 酒店 外 接受 一个 装满 10万 现金 的 手提箱 的 视频 。,手提箱,现金,5,19,17
998,作者 引用 了 所有 的 科学 ， 心理学 和 生物学 的 许多 经典 著作,作者,科学,18,0,5
999,P6 对 PONV 的 刺激 是 一个 令人 信服 的 例子 ， 针灸 的 疗效 后来 又 增加 了 化疗 或 妊娠 引起 的 恶心 和 牙痛 。,恶心,化疗,1,24,19
1000,当 倒入 一个 狡猾 的 英国 品 脱 玻璃杯 时 ， 这 杯 黑麦啤酒 呈 琥珀色 ， 啤酒 的 侧面 和 底部 有 少量 的 金色 亮点 。,黑麦啤酒,黑麦啤酒,9,13,13
1001,与 薄荷 等量 混合 ， 老花 有助于 减少 感冒 和 流感 引起 的 发烧 和 疼痛 。,发烧,感冒,1,13,8
1002,有许多 研究 指出 数学 的 公众 形象,研究,形象,14,1,6
1003,政府 在 给 格雷厄姆索尼克罗夫特 教授 的 一封信 中 概述 了 未来 社区 护理 的 计划 。,计划,一封信,15,14,6
1004,在 飓风 造成 的 混乱 和 紧急 情况 下 ， 很难 追踪 到 有 精神 残疾 的 人 。,混乱,飓风,1,4,1
1005,肺动脉高压 临床 社区 从 混乱 走向 有序,社区,混乱,18,2,4
1006,在 我 的 案例 中 ， 磁盘 在 一个 珠宝盒 里 ， 而 珠宝盒 本身 就 在 邮箱 里,磁盘,珠宝盒,4,6,13
1007,那 男孩 从 孤儿院 跑出来 ， 想 掏腰包,男孩,孤儿院,8,1,3
1008,一小块 羊毛 或 其他 柔软 、 稍 厚 的 材料 （ 保护 您 的 iPod 免受 口袋 内侧 按钮 铆钉 的 影响 ）,铆钉,按钮,2,19,18
1009,介绍 了 三种 接近 细胞 分析 的 方法 及其 应用,方法,分析,18,7,5
1010,蓄 水池 中 的 虹吸管 由 一根 弯曲 在 蓄水池 水位 以上 的 管子 组成,虹吸管,蓄水池,2,4,9
1011,这种 富有 表现力 的 色彩 ， 与 世界末日 的 黑暗 天空 形成 鲜明 对比 ， 突出 虚幻 四肢 的 明暗 对比 ， 以及 沙漠 景观 和 一堆 粪便 主宰 着 这 一 场景 ， 表达 了 米罗 深刻 的 悲观 情绪 。,一堆,粪便,18,26,27
1012,这家 小店 在 第二个 抽屉 里 做 了 一笔 投资 ， 这个 抽屉 放在 后面 ， 和 活期 的 那个 抽屉 换 了 一下 ， 这 是 值得 的 。,投资,抽屉,6,9,20
1013,大 的 反 中微子 成分 是 不可 约 背景 的 来源 。,成分,背景,0,4,8
1014,战争 造成 的 死亡率 也 很高,死亡率,战争,1,3,0
1015,直到 现在 ， 这位 画家 漫无目的 的 私人 收藏 中 的 这个 角落 几乎 都 被遗忘 了 。,画家,收藏,18,4,8
1016,以下 是 前 几年 的 mesh 年度 更新 页面,更新,几年,8,7,3
1017,然而 ， 在 他 离开 以 弗所 之 前 ， 在 制造 阿尔忒弥斯 女神 神像 的 银匠 的 煽动 下 ， 一场 暴乱 爆发 了 ， 他们 担心 保罗 的 福音 成功 会 毁掉 他们 的 生意 。,暴乱,银匠,1,22,16
1018,蛋白质 迁移 到 细胞核,蛋白质,细胞核,6,0,3
1019,一个 看似 正统 的 人 犯 了 严重 的 错误,人,错误,18,4,9
1020,我们 在 公共汽车 的 座位 下面 呆 了 20分钟 ， 想 躲开 子弹,座位,公共汽车,2,4,2
1021,菲律宾 空军 的 空中 拍摄 显示 ， 居民 站 在 屋顶 上 逃离 洪水 造成 的 台风 凯萨娜 在 马里基纳市 ， 大 马尼拉 2009年9月27日 带来 的 连续 降雨 。,洪水,降雨,1,13,27
1022,免版税动物剪贴画 一只 坐 着 的 斗牛犬 伸出 舌头,斗牛犬,舌头,3,5,7
1023,他 把 注入 的 水滴 进 了 书房 的 眼睛,水滴,眼睛,6,4,9
1024,这 列 火车 的 窗户 用 窗帘 遮住 了 。,火车,窗户,3,2,4
1025,理事会 还 最后 核准 了 前 几届 会议 审议 的 其他 文件,文件,会议,15,11,7
1026,噪声 信号 由 噪声 二极管 （ enr 27 db ） 产生 ， 并 通过 高速 电子 开关 选通,信号,二极管,1,1,4
1027,手 和 脚上 的 普通 疣 是 由 病毒 引起 的 ， 病毒 只 影响 人类 。,疣,病毒,1,5,12
1028,我们 把 一个 装满 空气 的 瓶子 密封 起来 ， 放在 冰箱 里 15到30分钟,瓶子,空气,5,6,4
1029,我们 为 航空公司 的 安全 投入 了 数十亿美元,数十亿美元,安全,6,7,4
1030,焦点 主要 集中 在 伦理 问题 上,集中,伦理,18,2,4
1031,失业 是 由 那些 有意 或 无意 地 将 人们 从 工作岗位 上 挤出 的 人 造成 的 。,失业,人,1,0,15
1032,他 在 1607年 的 画作 中 还 画 了 一个 农民 拿着 铲子 ， 旁边 还有 一个 拿着 十字架 的 女人 。,农民,铲子,11,10,12
1033,社工 把 这个 女孩 安置 在 一个 律师 的 慈爱 家庭 里,女孩,家庭,6,3,10
1034,研讨会 的 广告 上 挂 满 了 红色 的 大 横幅 。,研讨会,横幅,15,0,10
1035,由于 道德 丑闻 导致 州长 被 弹劾 ， 今年 伊利诺伊州 真正 的 道德 改革 有 了 希望,丑闻,弹劾,0,2,6
